Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Created at;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Carbon offset project;Comment on carbon offset project;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Electricity generation;Comment on electricity generation;Carbon sequestration/offsetting;Comment on carbon sequestration/offsetting;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Comment on not public
4234;Yes;transnational;100000.00;Brazil;100000.00;38000.00;Concluded (Contract signed);In operation (production);2025-09-30T10:41:26.882161+00:00;2013-11-28T18:03:10+00:00;Compañía Manufacturera de Papeles y Cartones (CMPC)#3064#Chile;;2012#current#100000.0;2012#current#38000.0;The total area of ​​the purchase is 100,000 hectares of owned land. Of this area, approximately 38,000 hectares were already planted with eucalyptus at the time of the purchase.;#current##Timber plantation for wood and fiber;"The primary objective of the purchase was to meet CMPC's wood needs for its pulp mill. Specifically, the acquisition seeks to ensure self-sufficiency for the Guaíba mill and, above all, for the ""Guaíba Line II"" expansion project.";Unknown;;Outright purchase;;2012-09#current#Concluded (Contract signed);The agreement was signed and announced in September 2012.;2012##In operation (production)|2025#current#In operation (production);Approximately 38,000 hectares were already planted with eucalyptus at the time of purchase.;303000.00;US Dollar ($);for specified area;100000.00;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;38188;CMPC Riograndense;Brazil;Private company;;;;Quilombola#;;The 2024 Management Plan indicates that there are currently 285 mapped communities in the area of ​​influence of the operations in Rio Grande do Sul, of which 47 are quilombola communities (descendants of African slaves) and 25 are indigenous communities. The 2020 report indicated that 69 Indigenous and Quilombola communities had been identified in Brazil near forestry operations.;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;La empresa lleva a cabo diversos proyectos y programas con las comunidades en busca de la mejora de calidad de vida y del acceso a servicios básicos.;;;;;;;;#current####Eucalyptus;CMPC's production in Rio Grande do Sul, Brazil, is based exclusively on the cultivation of various eucalyptus species and hybrids. The main species and hybrids used are: Eucalyptus saligna, Eucalyptus urophylla x Eucalyptus grandis (urograndis), Eucalyptus urophylla x Eucalyptus globulus (uroglobulus), Eucalyptus dunnii, Eucalyptus benthamii, Eucalyptus urophylla x Eucalyptus dunnii (urodunnii).;;;;;;;;;;;;;Yes;;Yes;;;;;;;;The main destination of wood from forest plantations is CMPC's Industrial Unit in Guaíba, Rio Grande do Sul. At this plant, the wood is transformed into bleached eucalyptus short-fiber pulp. The final destination of this cellulose is the global market. It is sold to manufacturers of various products in 45 countries.;Yes;In Brazil, the company has a pulp mill in Guaíba.;The company uses byproducts from its industrial process as fuel. CMPC's energy consumption comes from renewable sources, with a significant use of black liquor and biomass. Specifically, it mentions that the excess wood bark from the chipping process is incinerated in biomass boilers to generate steam and electricity.;Bleached radiata pine kraft pulp (BSKP), bleached kraft pulp (UKP), bleached eucalyptus kraft pulp (BEKP), sack kraft paper, and printing and writing papers.;Unknown;;Surface water|Lake;In Brazil, water sources include rivers and lakes located in the watersheds near its industrial facilities. An important source is the Laguna dos Patos, which supplies the CMPC Celulosa unit.;;177041664;"In 2020, 177,041,664 M3 were captured; this value corresponds to the entire CMPC Celulosa company in the different countries in which it operates.";Unknown;;;"One of CMPC's commitments is to increase the number of women in positions where they have historically been underrepresented.
This commitment entails increasing the number of women in the organization by 50% compared to the 2019 baseline, from 2,750 women to 4,125 by 2025. In 2020, the Company had 3,304 women.
Likewise, the Company has set a goal of increasing the number of women in leadership positions by 50% (senior executives, managers, assistant managers, and heads of staff and non-heads of staff). To this end, it is working on development programs, resulting in the promotion of 47 women to leadership positions in 2020.
(This information applies to the entire CMPC company in the different countries where it operates.)";;False;
4235;Yes;transnational;1300.00;Brazil;1300.00;1300.00;Concluded (Contract signed);In operation (production);2025-10-31T17:05:13.287437+00:00;2013-11-28T18:13:17+00:00;Compañía Manufacturera de Papeles y Cartones (CMPC)#3064#Chile;;2012#current#1300.0;2012#current#1300.0;In 2012, the Chilean company CMPC, through its subsidiary CMPC Riograndense, acquired lease agreements for approximately 1,300 hectares as part of a larger purchase of forestry assets from the Brazilian company Fibria Celulose.;#current##Timber plantation for wood and fiber;The main objective was to secure and complete the supply of wood for the company's pulp business. The acquired forests would be used to supply CMPC's production plant in Guaíba, in the state of Rio Grande do Sul.;Unknown;;Lease;The documents provided explicitly mention the leasing of hectares in Rio Grande do Sul as one of the ways in which CMPC Celulose Riograndense manages its land base for forestry.;2012#current#Concluded (Contract signed);;2012#current#In operation (production);"According to information from sources, the leased hectares are currently in operation and under active management by CMPC Celulose Riograndense.
Documents from 2018, 2019, and 2025 confirm that these lands are not passive, but are fully integrated into the company's production and management cycle.";;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;38188;CMPC Riograndense;Brazil;Private company;;;;;Quilombolas#;;;Documents describe a structured stakeholder consultation process and a framework for recognizing areas of cultural importance or for the subsistence of local communities, as well as recording and managing operational conflicts.;;;;;Unknown;;Unknown;;;;;;;;;"Communities submit requests to complain about the following issues: Maintenance of roads, bridges, and fences; Dust generated by truck traffic; Trespassing for unauthorized fishing or grazing; Problems caused by shade from plantations. These are conflicts related to the impacts of the company's daily operations.";;;;;;;;Private (smallholders)|Private (large-scale farm);;Forestry;;Forest land;;#current####Eucalyptus, Trees (unspecified);The main purpose of these lands is to grow eucalyptus to supply the wood demand of the company's pulp mill in Guaíba. This process covers the entire forest management cycle. The properties managed by CMPC, including leased properties, are not pure monocultures, but consist of a mosaic of eucalyptus plantations interspersed with native reserves.;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
4237;Yes;transnational;1300.00;Colombia;1300.00;1300.00;Concluded (Contract signed);In operation (production);2022-11-01T14:18:45.749000+00:00;2013-11-28T20:45:37+00:00;Proteak Uno, S.A.P.I.B. de C.V. (BMV: TEAK)#3067#Mexico;;2011#current#1300;2011#current#1300;"plantations with the oldest trees (890 has)
trees with 410 (trees between 6 and 8 years old in 2011) in Option

According to source 2, in 2011 Proteak signed an operating agreement with Reforestadora de la Costa SAS incorporating 1300 ha of teak plantations (almost 600 ha with trees over 20 years old) into its forestry assets. ";2011#current#1300#Timber plantation for wood and fiber;teak plantation for marketable timber production;Unknown;;Outright purchase;according to sources 1 (p. 26, 43), source 6 (p.3) since 2011 Proteak has operations in Colombia, exploiting the acquired biological assets, but the company does not have ownership of the land in Colombia, and maintenance, harvesting and sawmilling operations are carried out by Reforestadora de la Costa SAS.;2011#current#Concluded (Contract signed);;2011#current#In operation (production);;13500000.00;US Dollar ($);for specified area;1300.00;;;;;;;Unknown;Unknown;;Unknown;;;No;;;;;According to source 7 (pp. 59) the companies created in Colombia by Proteak have no direct employees.;No;;;;;According to source 7 (pp. 59) the companies created in Colombia by Proteak have no direct employees.;No;;;;;According to source 7 (pp. 59) the companies created in Colombia by Proteak have no direct employees.;;;;39833;Proteak Renowable Forestry in Colombia;Colombia;Private company;;;;;;;;;;;;;No;;No;;;;;;;;;;;;;;;;;Private (large-scale farm);According to source 9, Refocosta began operations in 1980 at the La Gloria plantation in the department of Magdalena, with an area of 7,288 hectares for the plantation of forestry crops.;Forestry;According to source 9, Refocosta began operations in 1980 in the La Gloria plantation, in the department of Magdalena, with an area of 7,288 hectares for the plantation of forestry crops.;Forest land;According to source 9, Refocosta began operations in 1980 in the La Gloria plantation, in the department of Magdalena, with an area of 7,288 hectares for the plantation of forestry crops.;#current####Teak;;;;;;;;;;;;;;Yes;;Yes;;China;;India;;Singapore;;"with the production of Costa Rica, the company exports to these countries.

According to source 7 (p. 46), in 2011 the company began to market roundwood obtained from final harvests in Colombia, enabling it to sell large volumes of unprocessed wood to the Asian market.";Yes;there is an agreement with Reforestadora de la Costa (Refocosta) to process it.;;;No;water from rainfall;;;;;;Unknown;;;;According to source 2, in 2011 Proteak signed an operating agreement with Reforestadora de la Costa SAS incorporating 1300 ha of teak plantations (almost 600 ha with trees more than 20 years old) to its forestry assets.;False;
4240;Yes;transnational;66659.00;Uruguay;66659.00;39146.00;Concluded (Contract signed);In operation (production);2023-01-08T00:42:08.654000+00:00;2013-12-03T22:24:10+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2012#current#66659;2012#current#39146;"The land started to be acquired since 2009, and it has been increasing through the years
Area in production is planted area";#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2009#current#In operation (production);the joint venture started in 2009 with plantations growing;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###140#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay. It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;Rio Negro Land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Impacts generated by transport.;;;;;Health|Education|Financial support;;;Private (large-scale farm);the joint venture acquired land from its companies and new investments;Forestry;;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;;Yes;The joint venture process the pulp and export the product;The company has a Pulp mill and biomass power plant in Colonia.;cellulose;No;but eucalyptus absorbs groundwater in an intensive way;Groundwater;Not from a well. Eucalyptus absorbs groundwater naturally;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4241;Yes;transnational;69957.00;Uruguay;69957.00;37508.00;Concluded (Contract signed);In operation (production);2023-01-08T01:10:54.178000+00:00;2013-12-03T23:07:51+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2012#current#69957;2012#current#37508;"The land started to be acquired since 2009, and it has been increasing through the years
Area in production is planted area";#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2009#current#In operation (production);the joint venture started in 2009 with plantations growing;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###32#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay. It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;Paysandu Land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;Mixed reaction;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Impacts generated by transport.;;;;;Health|Education|Financial support;;;Private (large-scale farm);;;;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;;Yes;The joint venture process the pulp and export the product;The company has a Pulp mill and biomass power plant in Colonia.;cellulose;No;but eucalyptus absorbs groundwater in an intensive way;Groundwater;Not from a well. Eucalyptus absorbs groundwater naturally;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4242;Yes;transnational;40269.00;Uruguay;40269.00;23231.00;Concluded (Contract signed);In operation (production);2023-01-08T01:11:01.448000+00:00;2013-12-04T00:59:17+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2012#current#40269;2012#current#23231;"The land started to be acquired since 2009, and it has been increasing through the years
Area in production is planted area";#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2009#current#In operation (production);;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###24#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay. It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;Durazno Land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Impacts generated by transport.;;;;;Health|Education|Financial support;;;Private (large-scale farm);;;;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;;Unknown;The joint venture process the pulp and export the product;The company has a Pulp mill and biomass power plant in Colonia.;cellulose;No;but eucalyptus absorbs groundwater in an intensive way;Groundwater;Not from a well. Eucalyptus absorbs groundwater naturally;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4243;Yes;transnational;23614.00;Uruguay;23614.00;15824.00;Concluded (Contract signed);In operation (production);2023-01-08T01:19:51.078000+00:00;2013-12-04T03:35:36+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2012#current#23614;2012#current#15824;"The land started to be acquired since 2009, and it has been increasing through the years
Area in production is planted area";#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2009#current#In operation (production);the joint venture started in 2009 with plantations growing;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###3#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay. It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;Soriano Land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Impacts generated by transport.;;;;;Health|Education|Financial support;;;Private (large-scale farm);;Forestry;the joint venture acquired land from its companies and new investments;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;;Yes;The joint venture process the pulp and export the product;The company has a Pulp mill and biomass power plant in Colonia.;cellulose;No;but eucalyptus absorbs groundwater in an intensive way;Groundwater|Surface water;Not from a well. Eucalyptus absorbs groundwater naturally;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4244;Yes;transnational;15626.00;Uruguay;15626.00;10864.00;Concluded (Contract signed);In operation (production);2023-01-08T01:20:18.930000+00:00;2013-12-04T04:22:03+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2012#current#15626;2012#current#10864;"The land started to be acquired since 2009, and it has been increasing through the years
Area in production is planted area";#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2009#current#In operation (production);the joint venture started in 2009 with plantations growing;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###566#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay. In Rivera, the labor is by outsourcing. It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;Rivera Land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Impacts generated by transport.;;;;;Health|Education|Financial support;;;Private (large-scale farm);;;;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;;Yes;The joint venture processes the wood and exports it;The company has a Pulp mill and biomass power plant in Colonia.;cellulose;No;but eucalyptus absorbs groundwater in an intensive way;Groundwater;Not from a well. Eucalyptus absorbs groundwater naturally;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4245;Yes;transnational;926.00;Uruguay;926.00;809.00;Concluded (Contract signed);In operation (production);2023-01-08T01:07:22.878000+00:00;2013-12-04T05:51:16+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2017#current#926;2017#current#809;the land was acquired before 2009;#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2014#current#In operation (production);;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###566#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay. In San José, there isn't own personal. It had 622 employees at 2021 in whole Uruguay. It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;San José Land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Impacts generated by transport.;;;;;Health|Education|Financial support;;;;;Forestry;;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;Yes;The joint venture process the pulp and export the product;The company has a Pulp mill and biomass power plant in Colonia.;cellulose;No;;;;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4246;Yes;transnational;13892.00;Uruguay;13892.00;11065.00;Concluded (Contract signed);In operation (production);2023-01-08T01:22:33.353000+00:00;2013-12-04T07:14:16+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2017#current#13892;2017#current#11065;"The land started to be acquired since 2009, and it has been increasing through the years
Area in production is planted area";#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2009#current#In operation (production);the joint venture started in 2009 with plantations growing;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###566#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay. In Flores, the labor is by outsourcing. It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;Flores Land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Impacts generated by transport.;;;;;Health|Education|Financial support;;;;the joint venture acquired land from its companies and new investments as Eufores S.A;Forestry;;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;;Yes;The joint venture process the pulp and export the product;The company has a Pulp mill and biomass power plant in Colonia.;cellulose;No;but eucalyptus absorbs groundwater in an intensive way;Groundwater;Not from a well. Eucalyptus absorbs groundwater naturally;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4247;Yes;transnational;4695.00;Uruguay;4695.00;2755.00;Concluded (Contract signed);In operation (production);2023-01-08T01:20:58.569000+00:00;2013-12-04T19:07:46+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2012#current#4695;2012#current#2755;"The land started to be acquired since 2009, and it has been increasing through the years
Area in production is planted area";#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2009#current#In operation (production);the joint venture started in 2009 with plantations growing;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###566#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay. In Maldonado, the labor is by outsourcing. It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;Maldonado Land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Impacts generated by transport.;;;;;Health|Education|Financial support;;;Private (large-scale farm);;Forestry;;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;;Yes;The joint venture processes the wood and exports it;The company has a Pulp mill and biomass power plant in Colonia.;cellulose;No;but eucalyptus absorbs groundwater in an intensive way;Groundwater;Not from a well. Eucalyptus absorbs groundwater naturally;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4248;Yes;transnational;2747.00;Uruguay;2747.00;2116.00;Concluded (Contract signed);In operation (production);2023-01-08T00:55:24.603000+00:00;2013-12-04T19:38:21+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2017#current#2747;2017#current#2116;"The land started to be acquired since 2009, and it has been increasing through the years
Area in production is planted area";#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2009#current#In operation (production);the joint venture started in 2009 with plantations growing;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###566#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay.In Colonia, The Joint Venture has 292 workers registered (2012) but, not all are from the farm, because the company has a pull plant project in course and it has employed many workers for the construction labors.  It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;Colonia Land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Bad smells and noises from the plant and impacts generated by transport.;;;;;Health|Education|Financial support;;;Private (large-scale farm);From Eufores S.A;Forestry;;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;;Yes;The joint venture processes the wood and exports it;Pulp mill and biomass power plant.;cellulose;No;but eucalyptus absorbs groundwater in an intensive way;Groundwater;Not from a well. Eucalyptus absorbs groundwater naturally;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4249;Yes;transnational;2652.00;Uruguay;2652.00;2384.00;Concluded (Contract signed);In operation (production);2023-01-08T01:22:05.925000+00:00;2013-12-04T20:12:36+00:00;Stora Enso#147#Finland|Empresas Copec SA#45093#Chile;;2017#current#2652;2017#current#2384;"The land started to be acquired since 2009, and it has been increasing through the years
Area in production is planted area";#current##Timber plantation for wood and fiber;;Unknown;;Outright purchase;;2009#current#Concluded (Contract signed);;2009#current#In operation (production);From Eufores S.A and Stora Enso;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Yes;;;;2012###566#|2021#current##622#;The joint venture had 566 employees at Dec 2012, and 870 from outsourcing in whole Uruguay. In Florida, the labor is by outsourcing because the joint venture doesn't have any own worker in its registers. It had 622 employees at 2021 in whole Uruguay.;Unknown;;;;;;Unknown;;;;;99% are from Uruguay.;;Florida land;;35521;Montes del Plata;Uruguay;Private company;;;;;;;;;;;;there are farmers who rented the company's land to pastoral activities for their cattle;Unknown;;Unknown;;;;;;;;Environmental degradation;Impacts generated by transport.;;;;;Health|Education|Financial support;;;Private (large-scale farm);From Eufores S.A and Stora Enso;Forestry;;Forest land;;#current####Eucalyptus;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;;Yes;The joint venture processes the wood and exports it;The company has a Pulp mill and biomass power plant in Colonia.;cellulose;No;but eucalyptus absorbs groundwater in an intensive way;Groundwater;Not from a well. Eucalyptus absorbs groundwater naturally;;;;Unknown;;;the joint venture has 622 employees in Uruguay, 188 are women;This is a deal from split up deal 932;False;
4254;Yes;transnational;250.00;Peru;250.00;250.00;Concluded (Change of ownership);In operation (production);2025-11-03T13:14:33.230509+00:00;2013-12-06T18:53:46+00:00;The Vanguard Group#44818#United States of America;;2012#current#250.0;#current#250;Agricola Challapampa S.A.C. was one of the winning companies in the first auction, held on December 9, 2011, acquired a property of 250 hectares. The closing of the Public Land Auction and the signing of contracts with the awarding companies (including those from the first auction) took place on 30 May 2012.;#current##Food crops;Their specific intention for the land they bought in Olmos is to grow organic bananas.;Unknown;;Outright purchase;;2012##Concluded (Contract signed)|2016#current#Concluded (Change of ownership);The First Auction was December 9th, 2011. The closing of the Public Land Auction and the signing of contracts with the awarding companies (including those from the first auction) took place on 30 May 2012. Vanguard International completed the purchase of Agricola Challapampa in 2016, which became Vanguard Peru.;2013##Startup phase (no production)|2025#current#In operation (production);The project expects to produce bananas in the future. According to 2013 data sources, the land was not yet productive. Data sources from the year 2025 indicate that the Olmos project is currently operational.;4515.00;US Dollar ($);per ha;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;Lot B12b - OLMOS;;47570;Vanguard Perú;Peru;Private company;https://vanguardteam.com/es/;;;;;;;;;;Mixed reaction;The OLMOS first auction process and the results have been questioned by landgrabbing, in spite of at the begining the project was thought to avoid it.;Unknown;;Unknown;;;;;;;;;;;;;;;;;State;;Other;marginal land;Marginal land;;#current####Banana;;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Yes;Olmos Project;Surface water|River;From Olmos Project (water transfered from other basin);It expects US$ 0.07/m3 for the service;;;Unknown;;;;;False;
